report_date,Property,ADJUSTED_GROSS_REVENUE,ADMISSIONS,WIN_PER_CAPITA,CASINO_SQUARE_FOOTAGE,AVG_DAILY_WIN_PER_SQUARE_FOOT,TABLE_DROP,TABLE_REVENUE,TABLE_REVENUE_PERCENTAGE,NUMBER_OF_TABLE_GAMES,AVG_DAILY_WIN_PER_TABLE_GAME,SLOT_DROP,SLOT_COIN_IN,SLOT_REVENUE,SLOT_REVENUE_PERCENTAGE,NUMBER_OF_SLOT_MACHINES,AVG_DAILY_WIN_PER_SLOT_MACHINE,CITY_TAX,COUNTY_TAX,ENDOWMENT_FUND,STATE_MISC._FUND,STATE_TAX,COVID,BLACKJACK_TABLE_DROP,BLACKJACK_TABLE_REVENUE,BLACKJACK_TABLE_REVENUE_PERCENTAGE,BLACKJACK_NUMBER_OF_TABLE_GAMES,CRAPS_TABLE_DROP,CRAPS_TABLE_REVENUE,CRAPS_TABLE_REVENUE_PERCENTAGE,CRAPS_NUMBER_OF_TABLE_GAMES,ROULETTE_TABLE_DROP,ROULETTE_TABLE_REVENUE,ROULETTE_TABLE_REVENUE_PERCENTAGE,ROULETTE_NUMBER_OF_TABLE_GAMES,MISSISSIPPI_STUD_TABLE_DROP,MISSISSIPPI_STUD_TABLE_REVENUE,MISSISSIPPI_STUD_TABLE_REVENUE_PERCENTAGE,MISSISSIPPI_STUD_NUMBER_OF_TABLE_GAMES,ULTIMATE_TEXAS_HOLD'EM_TABLE_DROP,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE_PERCENTAGE,ULTIMATE_TEXAS_HOLD'EM_NUMBER_OF_TABLE_GAMES,PAI_GOW_POKER_TABLE_DROP,PAI_GOW_POKER_TABLE_REVENUE,PAI_GOW_POKER_TABLE_REVENUE_PERCENTAGE,PAI_GOW_POKER_NUMBER_OF_TABLE_GAMES,ELECTRONIC_TABLE_GAMES_TABLE_DROP,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE_PERCENTAGE,ELECTRONIC_TABLE_GAMES_NUMBER_OF_TABLE_GAMES,OTHER_TABLE_DROP,OTHER_TABLE_REVENUE,OTHER_TABLE_REVENUE_PERCENTAGE,OTHER_NUMBER_OF_TABLE_GAMES,POKER_TABLE_DROP,POKER_TABLE_REVENUE,POKER_TABLE_REVENUE_PERCENTAGE,POKER_NUMBER_OF_TABLE_GAMES,OTHER_SLOTS_SLOT_COIN_IN,OTHER_SLOTS_SLOT_REVENUE,OTHER_SLOTS_SLOT_REVENUE_PERCENTAGE,OTHER_SLOTS_NUMBER_OF_SLOT_MACHINES,0.01_SLOTS_SLOT_COIN_IN,0.01_SLOTS_SLOT_REVENUE,0.01_SLOTS_SLOT_REVENUE_PERCENTAGE,0.01_SLOTS_NUMBER_OF_SLOT_MACHINES,0.05_SLOTS_SLOT_COIN_IN,0.05_SLOTS_SLOT_REVENUE,0.05_SLOTS_SLOT_REVENUE_PERCENTAGE,0.05_SLOTS_NUMBER_OF_SLOT_MACHINES,0.25_SLOTS_SLOT_COIN_IN,0.25_SLOTS_SLOT_REVENUE,0.25_SLOTS_SLOT_REVENUE_PERCENTAGE,0.25_SLOTS_NUMBER_OF_SLOT_MACHINES,1.00_SLOTS_SLOT_COIN_IN,1.00_SLOTS_SLOT_REVENUE,1.00_SLOTS_SLOT_REVENUE_PERCENTAGE,1.00_SLOTS_NUMBER_OF_SLOT_MACHINES,2.00_SLOTS_SLOT_COIN_IN,2.00_SLOTS_SLOT_REVENUE,2.00_SLOTS_SLOT_REVENUE_PERCENTAGE,2.00_SLOTS_NUMBER_OF_SLOT_MACHINES,5.00_SLOTS_SLOT_COIN_IN,5.00_SLOTS_SLOT_REVENUE,5.00_SLOTS_SLOT_REVENUE_PERCENTAGE,5.00_SLOTS_NUMBER_OF_SLOT_MACHINES,10.00_SLOTS_SLOT_COIN_IN,10.00_SLOTS_SLOT_REVENUE,10.00_SLOTS_SLOT_REVENUE_PERCENTAGE,10.00_SLOTS_NUMBER_OF_SLOT_MACHINES,25.00_SLOTS_SLOT_COIN_IN,25.00_SLOTS_SLOT_REVENUE,25.00_SLOTS_SLOT_REVENUE_PERCENTAGE,25.00_SLOTS_NUMBER_OF_SLOT_MACHINES,100.00_SLOTS_SLOT_COIN_IN,100.00_SLOTS_SLOT_REVENUE,100.00_SLOTS_SLOT_REVENUE_PERCENTAGE,100.00_SLOTS_NUMBER_OF_SLOT_MACHINES
2022-10-01,Isle Casino Hotel Waterloo,8444539,66568,127,37582,7,3638809,884572,24.31,23,1241,48935246,73360247,7559967,10.31,826,295,40878,40878,65405,16351,1635128,,782549,245590,31.38,11,148031,21975,14.84,1,0,0,0.0,0,368439,117879,31.99,3,0,0,0.0,0,0,0,0.0,0,367142,96707,26.34,2,1972648,402421,20.4,6,0,0,0.0,0,767653.0,80689.0,10.51,16.0,52930662.0,5961989.0,11.26,626.0,1375833.0,131514.0,9.56,25.0,4946620.0,354128.0,7.16,58.0,11798885.0,906935.0,7.69,90.0,113934.0,4582.0,4.02,1.0,888695.0,69360.0,7.8,6.0,305690.0,33020.0,10.8,2.0,232275.0,17750.0,7.64,2.0,0.0,0.0,0.0,0.0
2022-10-01,Isle of Capri - Bettendorf,6412411,64906,99,39527,5,2102693,532243,25.31,18,954,39474213,58553617,5880168,10.04,897,211,30611,30611,48978,12244,1224447,,763134,195357,25.6,8,113276,32987,29.12,1,131547,25433,19.33,1,87359,46584,53.32,2,202325,49390,24.41,1,0,0,0.0,0,457992,76696,16.75,2,347060,105796,30.48,3,0,0,0.0,0,477112.0,64837.0,13.59,7.0,42620976.0,4651840.0,10.91,667.0,2863916.0,236101.0,8.24,19.0,5116743.0,333385.0,6.52,97.0,6028015.0,472168.0,7.83,88.0,72400.0,9524.0,13.15,2.0,1142590.0,99813.0,8.74,12.0,164190.0,1000.0,0.61,3.0,67675.0,11500.0,16.99,2.0,0.0,0.0,0.0,0.0
2022-10-01,Lakeside Casino,4172483,30594,136,24475,5,660589,187789,28.43,11,551,25119488,35753748,3984694,11.14,623,206,19940,19940,31904,7976,797594,,242778,78009,32.13,5,71522,32058,44.82,1,0,0,0.0,0,173795,42463,24.43,2,0,0,0.0,1,71393,28751,40.27,1,101101,6508,6.44,1,0,0,0.0,0,0,0,0.0,0,440571.0,28389.0,6.44,2.0,30007699.0,3449931.0,11.5,528.0,253338.0,21416.0,8.45,13.0,1869384.0,164349.0,8.79,55.0,2067448.0,239735.0,11.6,15.0,80818.0,8043.0,9.95,1.0,803320.0,64711.0,8.06,6.0,231170.0,8120.0,3.51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,Prairie Meadows Racetrack & Casino,19622082,166742,118,79271,8,7580413,1812309,23.91,46,1271,130586395,196010499,17809773,9.09,1328,433,96504,96504,154407,38602,4246196,,2502860,541927,21.65,20,908310,255878,28.17,2,599455,115161,19.21,3,555301,163441,29.43,2,449638,55899,12.43,2,316986,95880,30.25,2,966408,120682,12.49,3,1116434,298420,26.73,5,165021,165021,100.0,7,7001297.0,568563.0,8.12,10.0,129337640.0,13573738.0,10.49,985.0,4938862.0,291461.0,5.9,53.0,7463599.0,347126.0,4.65,72.0,39678032.0,2571881.0,6.48,183.0,492964.0,10679.0,2.17,1.0,4893750.0,291588.0,5.96,17.0,788680.0,83717.0,10.61,4.0,561075.0,15520.0,2.77,2.0,854600.0,55500.0,6.49,1.0
2022-10-01,Q Casino,4398374,50737,87,44359,3,1922896,539692,28.07,19,916,25261134,39970733,3858682,9.65,701,178,21529,21529,34446,8612,861162,,563995,132887,23.56,8,371127,134162,36.15,1,49759,14874,29.89,1,111763,53452,47.83,2,208137,68180,32.76,2,107457,37479,34.88,1,340224,41190,12.11,3,170434,57468,33.72,1,0,0,0.0,0,0.0,0.0,0.0,0.0,31706629.0,3418091.0,10.78,546.0,1472959.0,54396.0,3.69,25.0,2862188.0,166350.0,5.81,61.0,3643512.0,177332.0,4.87,65.0,0.0,0.0,0.0,0.0,285445.0,42513.0,14.89,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,Rhythm City Casino,9772757,112776,87,38022,8,3585048,876843,24.46,21,1347,62281998,89239681,8895914,9.97,844,340,46699,46699,74719,18680,1867966,,1632503,374753,22.96,9,398305,85621,21.5,1,193831,58717,30.29,2,209457,93550,44.66,1,267714,71313,26.64,1,38759,4594,11.85,1,740862,169719,22.91,4,103617,18576,17.93,2,0,0,0.0,0,0.0,0.0,0.0,0.0,71635194.0,7758212.0,10.83,686.0,3107529.0,202053.0,6.5,30.0,4483065.0,284460.0,6.35,56.0,7033175.0,522537.0,7.43,53.0,741588.0,10864.0,1.46,4.0,1390895.0,53113.0,3.82,9.0,402010.0,30520.0,7.59,3.0,446225.0,34155.0,7.65,3.0,0.0,0.0,0.0,0.0
2022-10-01,Riverside Casino and Golf Resort,10769157,139901,77,51598,7,4580320,1107921,24.19,38,941,69082744,102240996,9661236,9.45,896,348,52316,52316,83706,20926,2092649,,1542394,268244,17.39,13,317603,44184,13.91,1,315882,25830,8.18,2,318236,153826,48.34,2,362612,151360,41.74,2,195101,61099,31.32,2,1023288,160717,15.71,5,250609,11934,4.76,1,254595,254595,100.0,10,4393261.0,289855.0,6.6,11.0,69815416.0,7561175.0,10.83,637.0,6543821.0,277314.0,4.24,63.0,9470008.0,742483.0,7.84,117.0,7802308.0,476894.0,6.11,38.0,307352.0,29309.0,9.54,4.0,2899990.0,153936.0,5.31,21.0,338390.0,14780.0,4.37,3.0,670450.0,115490.0,17.23,2.0,0.0,0.0,0.0,0.0
2022-10-01,Wild Rose - Clinton,2836397,33381,85,19574,5,644142,142249,22.08,9,510,17605973,27789542,2694148,9.69,517,168,13687,13687,21899,5475,547469,,247119,49595,20.07,4,91576,31508,34.41,1,0,0,0.0,0,65225,20990,32.18,1,75305,18555,24.64,1,0,0,0.0,0,164917,21601,13.1,2,0,0,0.0,0,0,0,0.0,0,48970.0,5222.0,10.66,1.0,22003583.0,2256708.0,10.26,411.0,915786.0,51982.0,5.68,17.0,1574630.0,103349.0,6.56,49.0,2892528.0,261847.0,9.05,33.0,0.0,0.0,0.0,0.0,249945.0,9065.0,3.63,5.0,0.0,0.0,0.0,0.0,104100.0,5975.0,5.74,1.0,0.0,0.0,0.0,0.0
2022-10-01,Wild Rose - Emmetsburg,2451972,24953,98,16790,5,561095,117388,20.92,7,541,16290923,24164412,2334584,9.66,487,155,11838,11838,18941,4735,473537,,175318,28686,16.36,3,0,0,0.0,0,0,0,0.0,0,43425,15109,34.79,1,61681,7345,11.91,1,0,0,0.0,0,280671,66248,23.6,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,17252200.0,1838433.0,10.66,355.0,443463.0,29375.0,6.62,18.0,1959575.0,186356.0,9.51,56.0,3667304.0,257705.0,7.03,50.0,0.0,0.0,0.0,0.0,747730.0,17195.0,2.3,7.0,94140.0,5520.0,5.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,Wild Rose - Jefferson,2865622,32365,89,17162,5,693409,139420,20.11,11,409,18597345,28840201,2726202,9.45,518,170,13859,13859,22175,5544,554373,,312146,84603,27.1,5,0,0,0.0,1,0,0,0.0,0,100355,20599,20.53,1,59503,10177,17.1,1,20295,7078,34.88,1,201110,16963,8.43,2,0,0,0.0,0,0,0,0.0,0,111491.0,7865.0,7.05,3.0,20954860.0,2180361.0,10.41,396.0,552350.0,43344.0,7.85,27.0,2000705.0,115245.0,5.76,42.0,4633950.0,329822.0,7.12,47.0,0.0,0.0,0.0,0.0,197335.0,31605.0,16.02,2.0,389510.0,17960.0,4.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Ameristar II,14992736,122283,123,35125,14,8166701,1771618,21.69,28,2109,85106601,139285891,13221118,9.49,1296,340,72444,72444,115910,28977,2897750,,2929257,671440,22.92,10,1180146,291216,24.68,1,443814,92407,20.82,2,0,0,0.0,0,645930,181819,28.15,3,0,0,0.0,0,2074080,299752,14.45,8,893474,234984,26.3,4,0,0,0.0,0,2590149.0,177211.0,6.84,9.0,98758857.0,10191153.0,10.32,1043.0,9597774.0,936589.0,9.76,45.0,10019290.0,695915.0,6.95,113.0,16594781.0,1041442.0,6.28,74.0,0.0,0.0,0.0,0.0,935695.0,72783.0,7.78,6.0,248470.0,21275.0,8.56,2.0,366775.0,71950.0,19.62,3.0,174100.0,12800.0,7.35,1.0
2022-11-01,Casino Queen - Marquette,1607472,11205,143,16236,3,156972,33774,21.52,17,66,10354069,14879286,1573698,10.58,427,123,7665,7665,12264,3066,306602,,36529,6402,17.53,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,120443,27372,22.73,15,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,12170205.0,1335629.0,10.97,331.0,475348.0,42295.0,8.9,22.0,944696.0,81290.0,8.6,35.0,989966.0,91586.0,9.25,34.0,50606.0,10802.0,21.35,1.0,248465.0,33700.0,13.56,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Catfish Bend Casino,3685310,55016,67,26815,5,1458935,336762,23.08,31,362,20578649,34669111,3348548,9.66,643,174,17805,17805,28488,7122,712196,,480067,166595,34.7,10,258937,39096,15.1,2,14054,5519,39.27,1,98898,18901,19.11,1,132673,32244,24.3,1,73660,3047,4.14,2,274228,30282,11.04,6,120714,35374,29.3,3,5704,5704,100.0,5,13348092.0,1118034.0,8.38,97.0,14293914.0,1668285.0,11.67,434.0,189585.0,21454.0,11.32,13.0,2467069.0,148161.0,6.01,69.0,3378776.0,285509.0,8.45,24.0,0.0,0.0,0.0,0.0,991675.0,107105.0,10.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Diamond Jo - Dubuque,5822786,54093,108,41408,5,2053656,489751,23.85,28,583,33201810,54099606,5333035,9.86,747,238,28536,28536,45657,11414,1141429,,769509,140807,18.3,9,342487,82206,24.0,2,150827,40887,27.11,1,0,0,0.0,0,0,0,0.0,0,37901,11751,31.0,1,228258,50105,21.95,10,524674,163995,31.26,5,0,0,0.0,0,821821.0,91680.0,11.16,10.0,41279460.0,4441002.0,10.76,590.0,3650270.0,248651.0,6.81,36.0,2869866.0,227190.0,7.92,59.0,4604154.0,268658.0,5.84,42.0,0.0,0.0,0.0,0.0,874035.0,55854.0,6.39,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Diamond Jo - Worth,8045446,70022,115,34820,8,4452632,848031,19.05,27,1047,46471741,74986265,7197415,9.6,811,296,39255,39255,62808,15702,1570192,,1012335,281707,27.83,13,1615216,172013,10.65,2,128971,43238,33.53,2,0,0,0.0,0,197263,81045,41.08,1,37404,6405,17.12,1,1121858,185127,16.5,4,339585,78496,23.12,4,0,0,0.0,0,2890111.0,296815.0,10.27,23.0,56373174.0,5841040.0,10.36,637.0,1401025.0,78568.0,5.61,14.0,5875935.0,339639.0,5.78,78.0,5851200.0,451063.0,7.71,38.0,0.0,0.0,0.0,0.0,2594820.0,190290.0,7.33,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Grand Falls Casino Resort,7805639,82273,95,42042,6,3872860,967568,24.98,35,921,41445570,72516598,6838071,9.43,698,327,37858,37858,60573,15143,1514328,,1673955,392561,23.45,14,519774,163973,31.55,2,76761,15618,20.35,3,412499,116474,28.24,2,316421,71991,22.75,1,149872,44157,29.46,1,652226,100869,15.47,3,21638,12211,56.43,1,49714,49714,100.0,8,3181565.0,318496.0,10.01,45.0,59274492.0,5749816.0,9.7,563.0,55377.0,7010.0,12.66,3.0,2431633.0,228924.0,9.41,40.0,5564901.0,365072.0,6.56,33.0,0.0,0.0,0.0,0.0,1169565.0,95468.0,8.16,6.0,526690.0,49510.0,9.4,2.0,312375.0,23775.0,7.61,6.0,0.0,0.0,0.0,0.0
2022-11-01,Hard Rock Casino,7299651,97464,75,41211,6,3579776,730262,20.4,20,1217,39087073,69223842,6569389,9.49,643,341,35776,35776,57242,14310,1431048,,1587456,237611,14.97,8,342209,43322,12.66,2,118318,26798,22.65,2,380691,155379,40.81,2,239653,85834,35.82,1,169753,22641,13.34,1,637428,119805,18.8,2,7555,3363,44.51,1,96713,35509,36.72,1,510516.0,32943.0,6.45,6.0,51153706.0,5506888.0,10.77,501.0,2049103.0,163774.0,7.99,34.0,1196789.0,84885.0,7.09,18.0,12683168.0,725343.0,5.72,72.0,0.0,0.0,0.0,0.0,1024600.0,66113.0,6.45,8.0,333460.0,26815.0,8.04,2.0,272500.0,37372.0,13.71,2.0,0.0,0.0,0.0,0.0
2022-11-01,Harrah's Council Bluffs Casino & Hotel,5671926,55366,102,23097,8,2644793,702291,26.55,20,1170,25408243,46739663,4969635,10.63,494,335,27498,27498,43997,10999,1099916,,1133929,296318,26.13,11,607212,163041,26.85,1,207691,54249,26.12,2,0,0,0.0,0,85686,13614,15.89,1,15410,4006,26.0,1,423625,96857,22.86,2,171240,74206,43.33,2,0,0,0.0,0,2113376.0,356728.0,16.88,5.0,32221479.0,3708780.0,11.51,360.0,2540381.0,159853.0,6.29,38.0,2971346.0,209178.0,7.04,47.0,5490616.0,359670.0,6.55,33.0,0.0,0.0,0.0,1.0,1402465.0,175426.0,12.51,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2022-11-01,Horseshoe Casino Council Bluffs,15247769,131695,116,55084,9,13028983,2514905,19.3,54,1552,70129468,120378051,12732864,10.58,1265,336,74325,74325,118919,29730,3270280,,2989154,518951,17.36,15,1557722,39159,2.51,3,1140239,204029,17.89,5,402359,166455,41.37,2,723900,241093,33.3,2,551586,207182,37.56,2,1413426,184856,13.08,2,3986475,689058,17.28,5,264122,264122,100.0,18,4811525.0,414606.0,8.62,14.0,78322094.0,9350498.0,11.94,824.0,7109744.0,586929.0,8.26,76.0,14059571.0,1043122.0,7.42,186.0,13021532.0,1169565.0,8.98,140.0,0.0,0.0,0.0,0.0,2189060.0,77499.0,3.54,15.0,453300.0,45220.0,9.98,4.0,241425.0,27925.0,11.57,4.0,169800.0,17500.0,10.31,2.0
2022-11-01,Isle Casino Hotel Waterloo,7956120,60989,130,37582,7,3450219,905245,26.24,23,1312,47389891,68572609,7050875,10.28,829,284,38517,38517,61626,15407,1540661,,730065,211223,28.93,11,143059,46672,32.62,1,0,0,0.0,0,442705,164790,37.22,3,0,0,0.0,0,0,0,0.0,0,370325,109304,29.52,2,1764065,373256,21.16,6,0,0,0.0,0,783752.0,60453.0,7.71,16.0,49294041.0,5482554.0,11.12,629.0,1381216.0,141467.0,10.24,25.0,4899759.0,370949.0,7.57,60.0,10890660.0,881184.0,8.09,88.0,93046.0,7166.0,7.7,1.0,747525.0,67907.0,9.08,6.0,204360.0,5370.0,2.63,2.0,278250.0,33825.0,12.16,2.0,0.0,0.0,0.0,0.0
2022-11-01,Isle of Capri - Bettendorf,5938711,57249,104,39527,5,1991039,388870,19.53,17,762,36061341,54940148,5549841,10.1,883,210,28397,28397,45435,11359,1135873,,630317,152034,24.12,7,103142,41787,40.51,1,115470,30596,26.5,1,85797,17434,20.32,2,227796,20127,8.84,1,0,0,0.0,0,396487,81592,20.58,2,432030,45300,10.49,3,0,0,0.0,0,428635.0,43241.0,10.09,7.0,38810694.0,4347397.0,11.2,654.0,2754461.0,220175.0,7.99,19.0,4916778.0,286282.0,5.82,97.0,6014245.0,504208.0,8.38,87.0,64150.0,10296.0,16.05,2.0,1655460.0,104162.0,6.29,12.0,216450.0,18280.0,8.45,3.0,79275.0,15800.0,19.93,2.0,0.0,0.0,0.0,0.0
2022-11-01,Lakeside Casino,4034957,27906,145,24475,5,776012,151049,19.46,11,458,23537287,33557954,3883908,11.57,627,206,19303,19303,30885,7721,772135,,236836,27674,11.68,5,62876,19306,30.7,1,0,0,0.0,0,278115,65849,23.68,2,0,0,0.0,1,82193,19829,24.12,1,115992,18391,15.86,1,0,0,0.0,0,0,0,0.0,0,281679.0,15176.0,5.39,2.0,28015362.0,3363906.0,12.01,533.0,272581.0,24237.0,8.89,13.0,1719973.0,134797.0,7.84,54.0,2169121.0,248548.0,11.46,15.0,58918.0,6756.0,11.47,1.0,731070.0,64177.0,8.78,6.0,309250.0,26311.0,8.51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Prairie Meadows Racetrack & Casino,18905483,156796,121,79271,8,6951608,1728539,24.87,46,1253,124661088,183803238,17176944,9.35,1325,432,93236,93236,149178,37295,4102400,,2292250,488510,21.31,20,744249,206763,27.78,2,559209,157046,28.08,3,508671,183126,36.0,2,444831,118209,26.57,2,351324,94805,26.99,2,836385,131233,15.69,3,1059400,193558,18.27,5,155289,155289,100.0,7,6845472.0,468870.0,6.85,10.0,121091371.0,13082897.0,10.8,984.0,4326699.0,246001.0,5.69,54.0,7938927.0,380069.0,4.79,72.0,37445833.0,2526605.0,6.75,180.0,329996.0,20289.0,6.15,1.0,4334480.0,335498.0,7.74,17.0,734760.0,22170.0,3.02,4.0,422200.0,40245.0,9.53,2.0,333500.0,54300.0,16.28,1.0
2022-11-01,Q Casino,4159985,46676,89,44359,3,1866648,458488,24.56,19,804,23137475,37073249,3701497,9.98,701,176,20384,20384,32614,8154,815353,,553271,116671,21.09,8,271286,44131,16.27,1,38453,6184,16.08,1,133102,72807,54.7,2,237412,87441,36.83,2,103802,33046,31.84,1,368004,52112,14.16,3,161318,46096,28.57,1,0,0,0.0,0,0.0,0.0,0.0,0.0,29903896.0,3161405.0,10.57,549.0,1260121.0,84144.0,6.68,25.0,2527086.0,167868.0,6.64,58.0,3032986.0,273944.0,9.03,65.0,0.0,0.0,0.0,0.0,349160.0,14136.0,4.05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Rhythm City Casino,9022668,105800,85,38022,8,3478110,778468,22.38,20,1297,56920366,84481837,8244200,9.76,844,326,43030,43030,68847,17212,1721180,,1601029,251273,15.69,9,369453,142316,38.52,1,156021,44180,28.32,2,187900,85628,45.57,1,310772,129435,41.65,1,41231,462,1.12,1,730859,102894,14.08,3,80845,23204,28.7,2,0,0,0.0,0,0.0,0.0,0.0,0.0,67985472.0,7114683.0,10.47,686.0,2757107.0,163744.0,5.94,30.0,3940464.0,305242.0,7.75,56.0,6947242.0,525980.0,7.57,53.0,560037.0,15522.0,2.77,4.0,1194410.0,82874.0,6.94,9.0,430410.0,5180.0,1.2,3.0,666695.0,30975.0,4.65,3.0,0.0,0.0,0.0,0.0
2022-11-01,Riverside Casino and Golf Resort,9902738,116730,85,51598,6,3986641,351126,8.81,38,308,63544779,94758587,9551612,10.08,896,355,48067,48067,76907,19227,1922685,,1470477,108766,7.4,13,289355,58186,20.11,1,164812,33064,20.06,2,285805,113646,39.76,2,318039,314996,99.04,2,172735,34148,19.77,2,1016783,178903,17.6,5,152376,23150,15.19,1,116259,116259,100.0,10,4359250.0,497564.0,11.41,11.0,65094491.0,7144717.0,10.98,637.0,5701575.0,389336.0,6.83,63.0,8923995.0,697892.0,7.82,117.0,6524704.0,532824.0,8.17,38.0,256492.0,21004.0,8.19,4.0,2765535.0,157592.0,5.7,21.0,547920.0,58140.0,10.61,3.0,584625.0,52543.0,8.99,2.0,0.0,0.0,0.0,0.0
2022-11-01,Wild Rose - Clinton,2553197,31101,82,19574,4,671538,163108,24.29,9,604,16827743,25748604,2390089,9.28,515,155,12249,12249,19598,4900,489957,,233449,34509,14.78,4,93535,24423,26.11,1,0,0,0.0,0,71795,41752,58.15,1,86684,27387,31.59,1,0,0,0.0,0,186075,35037,18.83,2,0,0,0.0,0,0,0,0.0,0,58476.0,1104.0,1.89,1.0,21067655.0,2042652.0,9.7,409.0,819856.0,51843.0,6.32,17.0,1367769.0,82946.0,6.06,49.0,2208728.0,184964.0,8.37,33.0,0.0,0.0,0.0,0.0,194820.0,19580.0,10.05,5.0,0.0,0.0,0.0,0.0,31300.0,7000.0,22.36,1.0,0.0,0.0,0.0,0.0
2022-11-01,Wild Rose - Emmetsburg,2278687,22720,100,16790,5,625863,137916,22.04,7,657,15378170,23180528,2140771,9.24,487,147,10994,10994,17590,4398,439752,,196115,46150,23.53,3,0,0,0.0,0,0,0,0.0,0,55190,17295,31.34,1,62435,11806,18.91,1,0,0,0.0,0,312123,62665,20.08,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,16163412.0,1629018.0,10.08,355.0,492721.0,21415.0,4.35,18.0,1644301.0,115428.0,7.02,56.0,3975839.0,293410.0,7.38,50.0,0.0,0.0,0.0,0.0,763035.0,59240.0,7.76,7.0,141220.0,22260.0,15.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,Wild Rose - Jefferson,2956915,31616,94,17162,6,697826,134509,19.28,11,408,18437009,29210807,2822406,9.66,515,183,14309,14309,22895,5724,572375,,313487,54101,17.26,5,0,0,0.0,1,0,0,0.0,0,101012,21576,21.36,1,54829,20714,37.78,1,19520,2809,14.39,1,208978,35309,16.9,2,0,0,0.0,0,0,0,0.0,0,145141.0,8460.0,5.83,3.0,21480466.0,2223717.0,10.35,393.0,666719.0,70296.0,10.54,27.0,1916060.0,130585.0,6.82,42.0,4540286.0,361598.0,7.96,47.0,0.0,0.0,0.0,0.0,126425.0,11620.0,9.19,2.0,335710.0,16130.0,4.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,Ameristar II,15427126,127312,121,35125,14,8236520,1483259,18.01,28,1709,86977603,142818632,13943867,9.76,1296,347,74410,74410,119056,29764,2976396,,3058595,453224,14.82,10,1002417,144853,14.45,1,426880,103888,24.34,2,0,0,0.0,0,634788,180706,28.47,3,0,0,0.0,0,2325584,319361,13.73,8,788256,281227,35.68,4,0,0,0.0,0,2180084.0,221911.0,10.18,9.0,103666561.0,11127080.0,10.73,1043.0,9526342.0,789931.0,8.29,45.0,9341408.0,560900.0,6.0,113.0,16332732.0,1068295.0,6.54,74.0,0.0,0.0,0.0,0.0,1056475.0,77665.0,7.35,6.0,267980.0,27360.0,10.21,2.0,354250.0,57125.0,16.13,3.0,92800.0,13600.0,14.66,1.0
2022-12-01,Casino Queen - Marquette,1430133,10272,139,16236,3,155171,39194,25.26,17,74,9738477,14514048,1390939,9.58,427,105,6763,6763,10820,2705,270502,,33951,9493,27.96,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,121220,29701,24.5,15,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11874077.0,1204314.0,10.14,331.0,355500.0,31544.0,8.87,22.0,918463.0,65871.0,7.17,35.0,954434.0,50467.0,5.29,34.0,77794.0,7148.0,9.19,1.0,333780.0,31595.0,9.47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
