report_date,Property,ADJUSTED_GROSS_REVENUE,ADMISSIONS,WIN_PER_CAPITA,CASINO_SQUARE_FOOTAGE,AVG_DAILY_WIN_PER_SQUARE_FOOT,TABLE_DROP,TABLE_REVENUE,TABLE_REVENUE_PERCENTAGE,NUMBER_OF_TABLE_GAMES,AVG_DAILY_WIN_PER_TABLE_GAME,SLOT_DROP,SLOT_COIN_IN,SLOT_REVENUE,SLOT_REVENUE_PERCENTAGE,NUMBER_OF_SLOT_MACHINES,AVG_DAILY_WIN_PER_SLOT_MACHINE,CITY_TAX,COUNTY_TAX,ENDOWMENT_FUND,STATE_MISC._FUND,STATE_TAX,COVID,BLACKJACK_TABLE_DROP,BLACKJACK_TABLE_REVENUE,BLACKJACK_TABLE_REVENUE_PERCENTAGE,BLACKJACK_NUMBER_OF_TABLE_GAMES,CRAPS_TABLE_DROP,CRAPS_TABLE_REVENUE,CRAPS_TABLE_REVENUE_PERCENTAGE,CRAPS_NUMBER_OF_TABLE_GAMES,ROULETTE_TABLE_DROP,ROULETTE_TABLE_REVENUE,ROULETTE_TABLE_REVENUE_PERCENTAGE,ROULETTE_NUMBER_OF_TABLE_GAMES,MISSISSIPPI_STUD_TABLE_DROP,MISSISSIPPI_STUD_TABLE_REVENUE,MISSISSIPPI_STUD_TABLE_REVENUE_PERCENTAGE,MISSISSIPPI_STUD_NUMBER_OF_TABLE_GAMES,ULTIMATE_TEXAS_HOLD'EM_TABLE_DROP,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE,ULTIMATE_TEXAS_HOLD'EM_TABLE_REVENUE_PERCENTAGE,ULTIMATE_TEXAS_HOLD'EM_NUMBER_OF_TABLE_GAMES,PAI_GOW_POKER_TABLE_DROP,PAI_GOW_POKER_TABLE_REVENUE,PAI_GOW_POKER_TABLE_REVENUE_PERCENTAGE,PAI_GOW_POKER_NUMBER_OF_TABLE_GAMES,ELECTRONIC_TABLE_GAMES_TABLE_DROP,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE,ELECTRONIC_TABLE_GAMES_TABLE_REVENUE_PERCENTAGE,ELECTRONIC_TABLE_GAMES_NUMBER_OF_TABLE_GAMES,OTHER_TABLE_DROP,OTHER_TABLE_REVENUE,OTHER_TABLE_REVENUE_PERCENTAGE,OTHER_NUMBER_OF_TABLE_GAMES,POKER_TABLE_DROP,POKER_TABLE_REVENUE,POKER_TABLE_REVENUE_PERCENTAGE,POKER_NUMBER_OF_TABLE_GAMES,OTHER_SLOTS_SLOT_COIN_IN,OTHER_SLOTS_SLOT_REVENUE,OTHER_SLOTS_SLOT_REVENUE_PERCENTAGE,OTHER_SLOTS_NUMBER_OF_SLOT_MACHINES,0.01_SLOTS_SLOT_COIN_IN,0.01_SLOTS_SLOT_REVENUE,0.01_SLOTS_SLOT_REVENUE_PERCENTAGE,0.01_SLOTS_NUMBER_OF_SLOT_MACHINES,0.05_SLOTS_SLOT_COIN_IN,0.05_SLOTS_SLOT_REVENUE,0.05_SLOTS_SLOT_REVENUE_PERCENTAGE,0.05_SLOTS_NUMBER_OF_SLOT_MACHINES,0.25_SLOTS_SLOT_COIN_IN,0.25_SLOTS_SLOT_REVENUE,0.25_SLOTS_SLOT_REVENUE_PERCENTAGE,0.25_SLOTS_NUMBER_OF_SLOT_MACHINES,1.00_SLOTS_SLOT_COIN_IN,1.00_SLOTS_SLOT_REVENUE,1.00_SLOTS_SLOT_REVENUE_PERCENTAGE,1.00_SLOTS_NUMBER_OF_SLOT_MACHINES,2.00_SLOTS_SLOT_COIN_IN,2.00_SLOTS_SLOT_REVENUE,2.00_SLOTS_SLOT_REVENUE_PERCENTAGE,2.00_SLOTS_NUMBER_OF_SLOT_MACHINES,5.00_SLOTS_SLOT_COIN_IN,5.00_SLOTS_SLOT_REVENUE,5.00_SLOTS_SLOT_REVENUE_PERCENTAGE,5.00_SLOTS_NUMBER_OF_SLOT_MACHINES,10.00_SLOTS_SLOT_COIN_IN,10.00_SLOTS_SLOT_REVENUE,10.00_SLOTS_SLOT_REVENUE_PERCENTAGE,10.00_SLOTS_NUMBER_OF_SLOT_MACHINES,25.00_SLOTS_SLOT_COIN_IN,25.00_SLOTS_SLOT_REVENUE,25.00_SLOTS_SLOT_REVENUE_PERCENTAGE,25.00_SLOTS_NUMBER_OF_SLOT_MACHINES,100.00_SLOTS_SLOT_COIN_IN,100.00_SLOTS_SLOT_REVENUE,100.00_SLOTS_SLOT_REVENUE_PERCENTAGE,100.00_SLOTS_NUMBER_OF_SLOT_MACHINES
2018-08-01,Lakeside Casino,4165746,45497,92,26199,5,990725,217846,21.99,12,586,26183226,35298168,3947900,11.18,624,204,20829,20829,33326,8331,833147,,449674,86007,19.13,6,138504,41670,30.09,1,0,0,0.0,0,112953,25334,22.43,1,0,0,0.0,0,140222,36885,26.3,2,141207,26024,18.43,1,8165,1926,23.59,1,0,0,0.0,0,354982.0,11050.0,3.11,2.0,26963608.0,3198572.0,11.86,503.0,608624.0,30322.0,4.98,17.0,3326799.0,315541.0,9.48,77.0,2344305.0,212284.0,9.06,14.0,0.0,0.0,0.0,0.0,1166890.0,102044.0,8.74,7.0,325910.0,58661.0,18.0,3.0,207050.0,19426.0,9.38,1.0,0.0,0.0,0.0,0.0
2018-08-01,Prairie Meadows Racetrack & Casino,18032410,275876,65,82346,7,8178364,1996324,24.41,46,1400,128539510,190958586,16036086,8.4,1698,305,90162,90162,144259,36065,3967128,,3359002,751648,22.38,21,1019944,262836,25.77,3,583598,139208,23.85,3,602894,115165,19.1,2,377496,107401,28.45,2,381511,91323,23.94,2,453914,69563,15.33,1,1191827,251002,21.06,3,208178,208178,100.0,9,3380988.0,173662.0,5.14,3.0,106102076.0,11435323.0,10.78,1227.0,10390096.0,526450.0,5.07,83.0,10641727.0,645832.0,6.07,110.0,49909908.0,2808684.0,5.63,234.0,1290866.0,44395.0,3.44,5.0,6794505.0,299515.0,4.41,28.0,1211720.0,84800.0,7.0,4.0,884000.0,53363.0,6.04,3.0,352700.0,70788.0,20.07,1.0
2018-08-01,Q Casino,4311760,81176,53,46913,3,1706083,317144,18.59,20,512,29029178,43349525,3994616,9.21,828,156,21559,21559,34494,8623,862350,,782431,147829,18.89,9,172602,18756,10.87,1,56326,4601,8.17,1,146432,37455,25.58,1,172632,35545,20.59,1,131009,36869,28.14,1,54360,12971,23.86,1,174937,7764,4.44,3,15354,15354,100.0,2,0.0,0.0,0.0,0.0,30992118.0,3248089.0,10.48,627.0,1739659.0,116870.0,6.72,37.0,5286081.0,329071.0,6.23,91.0,4475182.0,271116.0,6.06,69.0,0.0,0.0,0.0,0.0,856485.0,29470.0,3.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,Rhythm City Casino,5882988,104589,56,37917,5,2457548,513988,20.91,30,553,39198081,54882805,5369000,9.78,806,215,29415,29415,47064,11766,1176596,,1041847,214067,20.55,11,343107,83205,24.25,2,120143,4054,3.37,2,194673,37893,19.46,1,206399,49387,23.93,1,113480,20626,18.18,1,329155,51317,15.59,4,67894,12589,18.54,2,40850,40850,100.0,6,0.0,0.0,0.0,0.0,39113366.0,4342924.0,11.1,622.0,2244782.0,170841.0,7.61,34.0,5229334.0,370853.0,7.09,77.0,6409777.0,392682.0,6.13,55.0,546976.0,7950.0,1.45,5.0,951885.0,45025.0,4.73,8.0,207660.0,19400.0,9.34,3.0,179025.0,19325.0,10.79,2.0,0.0,0.0,0.0,0.0
2018-08-01,Riverside Casino and Golf Resort,7525507,124618,60,51955,5,3997016,830693,20.78,41,654,49954588,70436934,6694814,9.5,867,249,37627,37627,60204,15051,1505100,,1532053,264026,17.23,18,461311,86145,18.67,2,250785,49534,19.75,3,400875,93174,23.24,2,302155,97873,32.39,2,102441,21908,21.39,1,667787,107564,16.11,2,210615,41475,19.69,1,68994,68994,100.0,10,4182471.0,227319.0,5.44,12.0,42453040.0,4762309.0,11.22,544.0,6450397.0,337716.0,5.24,77.0,9763238.0,727731.0,7.45,166.0,4889394.0,385739.0,7.89,33.0,299744.0,27094.0,9.04,4.0,1873500.0,195181.0,10.42,25.0,308050.0,19400.0,6.3,4.0,217100.0,12325.0,5.68,2.0,0.0,0.0,0.0,0.0
2018-08-01,Wild Rose - Clinton,2471501,46832,53,19681,4,653461,110925,16.97,13,275,17503911,25640043,2360576,9.21,557,137,12357,12357,19772,4943,432780,,241156,25956,10.76,5,129772,18232,14.05,1,0,0,0.0,0,9775,717,7.34,1,20935,12340,58.94,1,0,0,0.0,0,145535,36295,24.94,2,106288,17385,16.36,3,0,0,0.0,0,0.0,0.0,0.0,0.0,18792645.0,1929233.0,10.27,423.0,1397931.0,87157.0,6.23,27.0,2055041.0,131526.0,6.4,60.0,2706596.0,186239.0,6.88,37.0,0.0,0.0,0.0,0.0,609430.0,27621.0,4.53,9.0,0.0,0.0,0.0,0.0,78400.0,1200.0,1.53,1.0,0.0,0.0,0.0,0.0
2018-08-01,Wild Rose - Emmetsburg,2355193,32432,73,16790,5,567500,113939,20.08,11,334,15979538,24638261,2241254,9.1,479,151,11776,11776,18841,4710,406844,,298215,53090,17.8,5,4377,3689,84.28,1,0,0,0.0,0,45369,15487,34.14,1,22685,6376,28.11,1,15491,3797,24.51,1,181363,31500,17.37,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,16894911.0,1728026.0,10.23,356.0,817007.0,73076.0,8.94,18.0,1894444.0,119949.0,6.33,40.0,4356268.0,247698.0,5.69,56.0,0.0,0.0,0.0,0.0,633391.0,73635.0,11.63,8.0,42240.0,1130.0,2.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,Wild Rose - Jefferson,2457497,39037,63,16686,5,908925,146341,16.1,14,337,16177893,24610340,2311156,9.39,510,146,12287,12287,19660,4915,420214,,399141,40498,10.15,8,38594,11860,30.73,1,0,0,0.0,0,163570,37342,22.83,1,81629,21404,26.22,1,28903,10469,36.22,1,197088,24768,12.57,2,0,0,0.0,0,0,0,0.0,0,216505.0,12515.0,5.78,4.0,16719229.0,1706559.0,10.21,371.0,886411.0,97213.0,10.97,28.0,2101873.0,175533.0,8.35,49.0,4425257.0,309180.0,6.99,54.0,0.0,0.0,0.0,0.0,181635.0,6605.0,3.64,3.0,79430.0,3551.0,4.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,Ameristar II,14349369,142142,101,35125,14,7076125,1439215,20.34,25,1919,81685684,129155916,12910154,10.0,1581,272,71747,71747,114795,28699,2869872,,2718556,657798,24.2,13,1033364,195647,18.93,2,462402,126365,27.33,2,0,0,0.0,0,542593,130345,24.02,3,0,0,0.0,0,0,0,0.0,0,2319210,329060,14.19,5,0,0,0.0,0,862715.0,56389.0,6.54,3.0,90450439.0,10466161.0,11.57,1308.0,3027100.0,205580.0,6.79,30.0,12416380.0,723014.0,5.82,120.0,19594705.0,1197389.0,6.11,100.0,120637.0,14407.0,11.94,3.0,1557760.0,122614.0,7.87,11.0,388130.0,40228.0,10.36,2.0,538350.0,85827.0,15.94,2.0,199700.0,1455.0,0.73,2.0
2018-09-01,Casino Queen - Marquette,2111511,20963,101,17514,4,294338,70639,24.0,9,262,14623179,20803756,2040872,9.81,507,134,10557,10557,16892,4223,422300,,93934,9912,10.55,4,0,0,0.0,0,0,0,0.0,0,44617,17391,38.98,1,57282,17246,30.11,1,0,0,0.0,0,98505,26090,26.49,3,0,0,0.0,0,0,0,0.0,0,25957.0,2553.0,9.84,4.0,15176853.0,1631634.0,10.75,362.0,848589.0,62236.0,7.33,35.0,1563785.0,122566.0,7.84,48.0,2480652.0,203843.0,8.22,52.0,0.0,0.0,0.0,0.0,707920.0,18040.0,2.55,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,Catfish Bend Casino,3176724,53094,60,24353,4,1140505,308857,27.08,25,412,19580286,30324098,2867867,9.46,607,157,15884,15884,25414,6353,635341,,453189,117167,25.85,10,177358,15027,8.47,2,38155,8718,22.85,1,94259,36428,38.65,1,66966,20113,30.03,1,117293,19129,16.31,2,0,0,0.0,0,172816,71806,41.55,3,20469,20469,100.0,5,6191985.0,538638.0,8.7,7.0,16369253.0,1742173.0,10.64,454.0,332693.0,28362.0,8.52,51.0,3293939.0,252145.0,7.65,71.0,3232903.0,222001.0,6.87,18.0,0.0,0.0,0.0,0.0,903325.0,84548.0,9.36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,Diamond Jo - Dubuque,5936303,77784,76,43508,5,2126862,437540,20.57,20,729,36491624,56864166,5498763,9.67,918,200,29681,29681,47490,11873,1187258,,908527,154134,16.97,10,362220,55297,15.27,2,141664,26904,18.99,1,0,0,0.0,0,0,0,0.0,0,73614,19605,26.63,1,108351,19639,18.13,1,532486,161961,30.42,5,0,0,0.0,0,377431.0,44330.0,11.75,9.0,38930931.0,4283383.0,11.0,719.0,5123480.0,285728.0,5.58,47.0,4847129.0,368444.0,7.6,82.0,5495225.0,367731.0,6.69,46.0,0.0,0.0,0.0,0.0,2089970.0,149147.0,7.14,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,Diamond Jo - Worth,7256771,87384,83,36133,7,3020855,744750,24.65,34,730,43347714,69412217,6512021,9.38,902,241,36284,36284,58054,14514,1451351,,1083648,229711,21.2,12,895821,226012,25.23,3,127067,19015,14.96,3,225545,65532,29.05,2,107211,22135,20.65,1,45029,9660,21.45,1,295796,42067,14.22,2,175166,65046,37.13,3,65572,65572,100.0,7,1807435.0,104232.0,5.77,31.0,47340429.0,5091443.0,10.75,683.0,3243858.0,200408.0,6.18,44.0,7975789.0,462665.0,5.8,84.0,5329681.0,366176.0,6.87,33.0,0.0,0.0,0.0,0.0,3715025.0,287097.0,7.73,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,Grand Falls Casino Resort,4916155,80586,61,42042,4,3523335,711708,20.2,40,593,26136113,44539198,4204447,9.44,758,185,24581,24581,39329,9832,983229,,1752400,357601,20.41,18,481237,52091,10.82,2,231801,90323,38.97,3,407473,91969,22.57,2,351723,42137,11.98,1,134822,28362,21.04,1,121472,6818,5.61,5,0,0,0.0,0,42407,42407,100.0,8,0.0,10280.0,0.0,0.0,34705562.0,3483807.0,10.04,606.0,78121.0,3041.0,3.89,2.0,2986120.0,212496.0,7.12,84.0,4553315.0,324687.0,7.13,52.0,0.0,0.0,0.0,0.0,1412620.0,104823.0,7.42,10.0,357660.0,10848.0,3.03,2.0,445800.0,54465.0,12.22,2.0,0.0,0.0,0.0,0.0
2018-09-01,Hard Rock Casino,6465325,131672,49,41800,5,3069419,802761,26.15,28,956,33892733,58275598,5662564,9.72,894,211,32327,32327,51722,12931,1293063,,1648208,373870,22.68,17,453742,132890,29.29,3,265588,81272,30.6,2,377656,109489,28.99,2,217115,62191,28.64,2,59370,20806,35.04,1,0,0,0.0,0,47740,22243,46.59,1,0,0,0.0,0,519886.0,28885.0,5.56,6.0,42725922.0,4691520.0,10.98,702.0,2277067.0,185854.0,8.16,42.0,2688882.0,213315.0,7.93,40.0,8324481.0,412648.0,4.96,89.0,0.0,0.0,0.0,0.0,1416605.0,79697.0,5.63,9.0,207130.0,21570.0,10.41,4.0,115625.0,29075.0,25.15,2.0,0.0,0.0,0.0,0.0
2018-09-01,Harrah's Council Bluffs Casino & Hotel,6346818,92969,68,21405,10,3922022,871838,22.23,22,1321,28582628,52527748,5474980,10.42,547,334,31734,31734,50774,12694,1269361,,1598211,304410,19.05,12,691398,143750,20.79,1,396739,117112,29.52,2,0,0,0.0,0,0,0,0.0,0,184213,33088,17.96,1,661119,130767,19.78,3,390342,142711,36.56,3,0,0,0.0,0,703150.0,98054.0,13.94,4.0,33263466.0,3866042.0,11.62,381.0,4801833.0,281620.0,5.86,44.0,5946719.0,408531.0,6.87,59.0,6263365.0,619493.0,9.89,46.0,0.0,0.0,0.0,0.0,1401140.0,167715.0,11.97,10.0,0.0,0.0,0.0,0.0,148075.0,33525.0,22.64,3.0,0.0,0.0,0.0,0.0
2018-09-01,Horseshoe Casino Council Bluffs,14129527,157328,90,59953,8,10398884,2203046,21.19,69,1064,67886231,114089619,11926481,10.45,1376,289,70648,70648,113036,28259,3108494,,3486396,619690,17.77,27,1957338,260943,13.33,5,815632,199701,24.48,5,526265,191688,36.42,2,551056,114695,20.81,2,481656,121195,25.16,3,0,0,0.0,0,2326730,441323,18.97,7,253811,253811,100.0,18,1944429.0,166087.0,8.54,13.0,69647432.0,8551353.0,12.28,929.0,8917949.0,452443.0,5.07,71.0,17667398.0,1128657.0,6.39,198.0,12552931.0,1301046.0,10.36,135.0,0.0,0.0,0.0,0.0,2428510.0,219075.0,9.02,20.0,520420.0,81670.0,15.69,4.0,318350.0,22350.0,7.02,4.0,92200.0,3800.0,4.12,2.0
2018-09-01,Isle Casino Hotel Waterloo,6928432,79985,87,40286,6,3713195,753292,20.29,38,661,42618786,59107868,6175140,10.45,920,224,34642,34642,55427,13857,1385683,,1251313,203311,16.25,10,255533,71909,28.14,2,20793,2161,10.39,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,283635,65776,23.19,15,1901921,410135,21.56,10,0,0,0.0,0,1011610.0,87943.0,8.69,21.0,41502167.0,4787622.0,11.54,660.0,2195627.0,159419.0,7.26,44.0,3881833.0,338027.0,8.71,97.0,8817629.0,633471.0,7.18,81.0,99632.0,8468.0,8.5,1.0,1081960.0,98005.0,9.06,11.0,241310.0,25710.0,10.65,2.0,228600.0,31775.0,13.9,2.0,47500.0,4700.0,9.89,1.0
2018-09-01,Isle of Capri - Bettendorf,5723421,75535,76,36659,5,2229032,420218,18.85,21,667,37158944,53167542,5303203,9.97,970,182,28617,28617,45787,11447,1144683,,1088942,132786,12.19,10,262529,42900,16.34,1,217000,79143,36.47,2,165683,43493,26.25,2,68823,24507,35.61,1,57971,20280,34.98,1,169843,26246,15.45,2,198241,50863,25.66,2,0,0,0.0,0,603735.0,61885.0,10.25,10.0,34571246.0,3870067.0,11.19,654.0,2824103.0,210891.0,7.47,29.0,6719168.0,489017.0,7.28,119.0,6595740.0,546145.0,8.28,136.0,41300.0,6424.0,15.55,2.0,1510975.0,115139.0,7.62,15.0,173200.0,15060.0,8.7,3.0,128075.0,11425.0,8.92,2.0,0.0,0.0,0.0,0.0
2018-09-01,Lakeside Casino,3799151,45074,84,26199,5,928907,224906,24.21,12,625,25142478,33576480,3574245,10.65,622,192,18996,18996,30393,7598,759828,,362222,61798,17.06,6,154766,45361,29.31,1,0,0,0.0,0,111875,37352,33.39,1,0,0,0.0,0,153240,49223,32.12,2,130492,23354,17.9,1,16312,7818,47.93,1,0,0,0.0,0,321232.0,18528.0,5.77,2.0,25941318.0,3021006.0,11.65,501.0,603702.0,31064.0,5.15,17.0,3038443.0,208670.0,6.87,77.0,2207770.0,186183.0,8.43,14.0,0.0,0.0,0.0,0.0,1050200.0,65682.0,6.25,7.0,298590.0,31662.0,10.6,3.0,115225.0,11450.0,9.94,1.0,0.0,0.0,0.0,0.0
2018-09-01,Prairie Meadows Racetrack & Casino,16985866,267939,63,82346,7,8003078,1976700,24.7,47,1402,119515086,176463917,15009166,8.51,1698,295,84929,84929,135887,33972,3736888,,3222219,740777,22.99,21,917591,261283,28.47,3,546407,112192,20.53,3,563939,122097,21.65,2,328676,117514,35.75,2,404158,67536,16.71,2,674371,88206,13.08,1,1144479,265857,23.23,4,201238,201238,100.0,9,2882550.0,202921.0,7.04,3.0,100111528.0,10656656.0,10.64,1227.0,11096908.0,556848.0,5.02,83.0,10839109.0,622126.0,5.74,110.0,43316563.0,2323552.0,5.36,234.0,921069.0,73527.0,7.98,5.0,5228595.0,426799.0,8.16,28.0,1001220.0,72248.0,7.22,4.0,761575.0,51794.0,6.8,3.0,304800.0,22695.0,7.45,1.0
2018-09-01,Q Casino,4174924,70473,59,47877,3,1596508,311883,19.54,20,520,28208470,42285929,3863041,9.14,835,154,20875,20875,33399,8350,834982,,660882,77036,11.66,9,183961,49513,26.91,1,58875,15817,26.87,1,153106,28480,18.6,1,156444,41404,26.47,1,93580,32931,35.19,1,98969,10763,10.88,1,177620,42868,24.13,3,13071,13071,100.0,2,0.0,0.0,0.0,0.0,30651881.0,3107699.0,10.14,633.0,1598153.0,110108.0,6.89,37.0,5108265.0,333455.0,6.53,92.0,4544705.0,264627.0,5.82,69.0,0.0,0.0,0.0,0.0,382925.0,47152.0,12.31,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,Rhythm City Casino,5737101,101302,57,37917,5,2211463,445961,20.17,29,513,37153429,52450911,5291140,10.09,804,219,28685,28685,45897,11474,1147418,,1031735,153311,14.86,11,297525,80418,27.03,2,101307,16054,15.85,2,171991,44361,25.79,1,174350,32436,18.6,1,77766,13280,17.08,1,248649,54235,21.81,3,73792,17518,23.74,2,34348,34348,100.0,6,0.0,0.0,0.0,0.0,37798933.0,4326123.0,11.45,621.0,2246130.0,130275.0,5.8,30.0,4654320.0,350255.0,7.53,80.0,5838107.0,352077.0,6.03,55.0,500491.0,34641.0,6.92,5.0,882180.0,62624.0,7.1,8.0,208850.0,5030.0,2.41,3.0,321900.0,40175.0,12.48,2.0,0.0,0.0,0.0,0.0
2018-09-01,Riverside Casino and Golf Resort,7240918,141855,51,51955,5,3907741,789307,20.2,41,642,49686458,69150182,6451611,9.33,885,243,36205,36205,57927,14482,1448182,,1595042,259546,16.27,18,496665,66667,13.42,2,270558,51366,18.99,3,398481,93154,23.38,2,279247,80276,28.75,2,100632,31156,30.96,1,563861,104396,18.51,2,134840,34331,25.46,1,68415,68415,100.0,10,3455495.0,243548.0,7.05,12.0,42478429.0,4755703.0,11.2,564.0,6092071.0,346473.0,5.69,77.0,9392469.0,656651.0,6.99,165.0,5216502.0,309876.0,5.94,33.0,235536.0,12428.0,5.28,4.0,1785985.0,125825.0,7.05,24.0,339320.0,1955.0,0.58,4.0,154375.0,848.0,0.55,2.0,0.0,0.0,0.0,0.0
2018-09-01,Wild Rose - Clinton,2432535,46350,52,19681,4,544944,135775,24.92,11,411,17211013,25261277,2296760,9.09,557,137,12163,12163,19460,4865,486505,,235159,51865,22.06,5,76461,8988,11.76,1,0,0,0.0,0,65671,28848,43.93,1,57311,22495,39.25,1,0,0,0.0,0,102252,19948,19.51,2,8090,3631,44.88,1,0,0,0.0,0,27184.0,5643.0,20.76,1.0,18227186.0,1791534.0,9.83,423.0,1411658.0,93296.0,6.61,26.0,2286980.0,170466.0,7.45,60.0,2406379.0,178224.0,7.41,37.0,0.0,0.0,0.0,0.0,829740.0,50647.0,6.1,9.0,0.0,0.0,0.0,0.0,72150.0,6950.0,9.63,1.0,0.0,0.0,0.0,0.0
2018-09-01,Wild Rose - Emmetsburg,2490157,34892,71,16790,5,683676,97868,14.31,11,297,18075307,26901701,2392289,8.89,481,166,12451,12451,19921,4980,498029,,304003,52454,17.25,5,9033,202,2.24,1,0,0,0.0,0,49261,16841,34.19,1,28398,367,1.29,1,25839,653,2.53,1,267142,27755,10.39,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,18792361.0,1849996.0,9.84,357.0,747336.0,52874.0,7.07,18.0,2282162.0,140783.0,6.17,42.0,4232106.0,323412.0,7.64,55.0,0.0,0.0,0.0,0.0,785936.0,21093.0,2.68,8.0,61800.0,4131.0,6.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,Wild Rose - Jefferson,2387879,36871,65,16686,5,1022967,227126,22.2,14,541,14960517,23116509,2160753,9.35,510,141,11939,11939,19103,4776,477574,,436908,108436,24.82,8,25080,3511,14.0,1,0,0,0.0,0,152329,30623,20.1,1,79458,12614,15.88,1,29428,9349,31.77,1,299764,62593,20.88,2,0,0,0.0,0,0,0,0.0,0,180524.0,12566.0,6.96,4.0,15498950.0,1640060.0,10.58,371.0,796018.0,56635.0,7.11,28.0,1985964.0,153629.0,7.74,49.0,4070343.0,280896.0,6.9,54.0,0.0,0.0,0.0,0.0,345010.0,415.0,0.12,3.0,239700.0,16552.0,6.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,Ameristar II,12867541,129252,100,35125,12,6031514,1542478,25.57,25,1990,77054941,118247653,11325063,9.58,1582,231,64338,64338,102940,25735,2573506,,2197924,543632,24.73,13,1011326,317289,31.37,2,477964,108852,22.77,2,0,0,0.0,0,548649,137237,25.01,3,0,0,0.0,0,0,0,0.0,0,1795651,435468,24.25,5,0,0,0.0,0,872075.0,118564.0,13.6,5.0,85100886.0,9289040.0,10.92,1307.0,2477320.0,196130.0,7.92,30.0,9865549.0,561213.0,5.69,120.0,17192667.0,956483.0,5.56,100.0,92121.0,4297.0,4.66,3.0,1691535.0,138834.0,8.21,11.0,313650.0,841.0,0.27,2.0,349750.0,8643.0,2.47,2.0,292100.0,52700.0,18.04,2.0
2018-10-01,Casino Queen - Marquette,1878512,19238,98,17514,3,208629,55377,26.54,9,198,12789923,18116159,1823135,10.06,506,116,9392,9392,15028,3757,375700,,77487,12613,16.28,4,0,0,0.0,0,0,0,0.0,0,25320,11442,45.19,1,37715,13992,37.1,1,0,0,0.0,0,68107,17330,25.45,3,0,0,0.0,0,0,0,0.0,0,22909.0,1118.0,4.88,4.0,13363371.0,1524657.0,11.41,362.0,631715.0,52650.0,8.33,34.0,1332204.0,94371.0,7.08,48.0,2181765.0,137714.0,6.31,52.0,0.0,0.0,0.0,0.0,584195.0,12625.0,2.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,Catfish Bend Casino,2988086,49471,60,24353,4,1012184,260344,25.72,25,336,19737904,30223439,2727742,9.03,607,145,14940,14940,23905,5976,597615,,369069,90246,24.45,10,144504,43815,30.32,2,35569,9325,26.22,1,85575,28871,33.74,1,74310,24805,33.38,1,106511,20881,19.6,2,0,0,0.0,0,178216,23971,13.45,3,18430,18430,100.0,5,5922910.0,524464.0,8.85,7.0,16395003.0,1707694.0,10.42,454.0,262843.0,31871.0,12.13,51.0,3032113.0,229002.0,7.55,71.0,3543205.0,223113.0,6.3,18.0,0.0,0.0,0.0,0.0,1067365.0,11598.0,1.09,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,Diamond Jo - Dubuque,5707732,79645,72,43508,4,2264315,459054,20.27,20,740,35711438,55120918,5248678,9.52,917,185,28539,28539,45662,11415,1141544,,896088,154457,17.24,10,429689,100382,23.36,2,143942,37970,26.38,1,0,0,0.0,0,0,0,0.0,0,55797,9584,17.18,1,107096,23088,21.56,1,631703,133573,21.14,5,0,0,0.0,0,323165.0,29004.0,8.97,9.0,38592897.0,4109117.0,10.65,717.0,4731719.0,273916.0,5.79,47.0,4659278.0,312607.0,6.71,82.0,5066734.0,394883.0,7.79,46.0,0.0,0.0,0.0,0.0,1747125.0,129151.0,7.39,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
