report_date,property,sports_wagering_net_receipts,sports_wagering_handle,sports_wagering_payouts,retail_net_receipts,retail_handle,retail_payouts,internet_net_receipts,internet_handle,internet_payouts,state_tax
2020-05-01,Wild Rose - Emmetsburg,22162.33,102875.25,80712.92,4.85,0.0,-4.85,22157.48,102875.25,80717.77,1495.96
2020-05-01,Wild Rose - Jefferson,39077.08,800785.67,761708.59,12.43,0.0,-12.43,39064.65,800785.67,761721.02,2637.7
2020-06-01,Ameristar II,28253.17,332198.9,303945.73,28253.17,332198.9,303945.73,0.0,0.0,0.0,0.0
2020-06-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,Catfish Bend Casino,7776.1,313458.3,305682.2,0.0,0.0,0.0,7776.1,313458.3,305682.2,0.0
2020-06-01,Diamond Jo - Dubuque,1492.0,57503.5,56011.5,1492.0,57503.5,56011.5,0.0,0.0,0.0,0.0
2020-06-01,Diamond Jo - Worth,-45669.25,157397.0,203066.25,-45669.25,157397.0,203066.25,0.0,0.0,0.0,0.0
2020-06-01,Grand Falls Casino Resort,31776.65,323259.4,291482.75,15319.2,101707.85,86388.65,16457.45,221551.55,205094.1,1588.42
2020-06-01,Hard Rock Casino,17273.05,210921.64,193648.59,-2658.27,33000.15,35658.42,19931.32,177921.49,157990.17,1165.93
2020-06-01,Harrah's Council Bluffs Casino & Hotel,-14277.3,0.0,14277.3,-14277.3,0.0,14277.3,0.0,0.0,0.0,0.0
2020-06-01,Horseshoe Casino Council Bluffs,-3662.98,174295.33,177958.31,-3662.98,174295.33,177958.31,0.0,0.0,0.0,0.0
2020-06-01,Isle Casino Hotel Waterloo,77357.41,897929.48,820572.07,-16415.45,6971.4,23386.85,93772.86,890958.08,797185.22,5221.63
2020-06-01,Isle of Capri - Bettendorf,41818.28,832403.02,790584.74,8062.55,48752.65,40690.1,33755.73,783650.37,749894.64,2822.73
2020-06-01,Lakeside Casino,11057.5,187956.35,176898.85,-5286.8,9792.85,15079.65,16344.3,178163.5,161819.2,0.0
2020-06-01,Prairie Meadows Racetrack & Casino,228312.04,4515350.84,4287038.8,-10870.8,30929.45,41800.25,239182.84,4484421.39,4245238.55,15411.06
2020-06-01,Q Casino,13775.47,466811.87,453036.4,2021.9,78542.7,76520.8,11753.57,388269.17,376515.6,604.55
2020-06-01,Rhythm City Casino,52660.13,377541.22,324881.09,11288.6,47901.16,36612.56,41371.53,329640.06,288268.53,3554.56
2020-06-01,Riverside Casino and Golf Resort,35074.48,1056091.52,1021017.04,3293.42,24015.88,20722.46,31781.06,1032075.64,1000294.58,2367.53
2020-06-01,Wild Rose - Clinton,9965.53,329641.08,319675.55,-74.16,18276.81,18350.97,10039.69,311364.27,301324.58,672.67
2020-06-01,Wild Rose - Emmetsburg,1937.21,118557.15,116619.94,-10999.61,3706.6,14706.21,12936.82,114850.55,101913.73,130.76
2020-06-01,Wild Rose - Jefferson,125820.71,2359884.87,2234064.16,-1137.64,4481.98,5619.62,126958.35,2355402.89,2228444.54,8492.9
2020-07-01,Ameristar II,240195.91,1082945.5,842749.59,240195.91,1082945.5,842749.59,0.0,0.0,0.0,16213.22
2020-07-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,Catfish Bend Casino,56630.88,552024.98,495394.1,11505.15,104286.5,92781.35,45125.73,447738.48,402612.75,3822.58
2020-07-01,Diamond Jo - Dubuque,91878.75,267033.5,175154.75,91878.75,267033.5,175154.75,0.0,0.0,0.0,6201.82
2020-07-01,Diamond Jo - Worth,218124.5,1007109.5,788985.0,218124.5,1007109.5,788985.0,0.0,0.0,0.0,14723.4
2020-07-01,Grand Falls Casino Resort,42139.23,469812.44,427673.21,17007.88,315072.96,298065.08,25131.35,154739.48,129608.13,2760.16
2020-07-01,Hard Rock Casino,60499.24,680675.41,620176.17,26408.27,131747.85,105339.58,34090.97,548927.56,514836.59,4083.7
2020-07-01,Harrah's Council Bluffs Casino & Hotel,-7883.69,34014.23,41897.92,-7883.69,34014.23,41897.92,0.0,0.0,0.0,0.0
2020-07-01,Horseshoe Casino Council Bluffs,121823.93,809954.01,688130.08,121823.93,809954.01,688130.08,0.0,0.0,0.0,8223.12
2020-07-01,Isle Casino Hotel Waterloo,151165.87,1929869.13,1778703.26,3881.1,34128.3,30247.2,147284.77,1895740.83,1748456.06,10203.7
2020-07-01,Isle of Capri - Bettendorf,83491.14,953132.45,869641.31,35164.24,116944.69,81780.45,48326.9,836187.76,787860.86,5635.65
2020-07-01,Lakeside Casino,16138.22,444637.47,428499.25,472.5,31160.3,30687.8,15665.72,413477.17,397811.45,1089.33
2020-07-01,Prairie Meadows Racetrack & Casino,529540.55,7294326.57,6764786.02,37678.98,373586.73,335907.75,491861.57,6920739.84,6428878.27,35743.99
2020-07-01,Q Casino,91713.87,1071133.34,979419.47,37719.79,387049.84,349330.05,53994.08,684083.5,630089.42,6190.69
2020-07-01,Rhythm City Casino,71189.3,396602.07,325412.77,22119.68,121060.73,98941.05,49069.62,275541.34,226471.72,4805.28
2020-07-01,Riverside Casino and Golf Resort,168306.41,1869129.57,1700823.16,16171.31,187985.21,171813.9,152135.1,1681144.36,1529009.26,11360.68
2020-07-01,Wild Rose - Clinton,82957.91,873193.36,790235.45,9511.44,21107.56,11596.12,73446.47,852085.8,778639.33,5599.66
2020-07-01,Wild Rose - Emmetsburg,61564.63,321909.14,260344.51,30519.08,40109.11,9590.03,31045.55,281800.03,250754.48,4155.61
2020-07-01,Wild Rose - Jefferson,164535.52,2802118.89,2637583.37,3283.6,24184.55,20900.95,161251.92,2777934.34,2616682.42,11106.15
2020-08-01,Ameristar II,342010.1,3914694.59,3572684.49,342010.1,3914694.59,3572684.49,0.0,0.0,0.0,23085.68
2020-08-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,Catfish Bend Casino,104183.53,1390647.31,1286463.78,10963.95,236984.05,226020.1,93219.58,1153663.26,1060443.68,7032.39
2020-08-01,Diamond Jo - Dubuque,64143.25,743393.25,679250.0,64143.25,743393.25,679250.0,0.0,0.0,0.0,4329.67
2020-08-01,Diamond Jo - Worth,414015.75,3031453.25,2617437.5,414015.75,3031453.25,2617437.5,0.0,0.0,0.0,27946.06
2020-08-01,Grand Falls Casino Resort,75099.99,1341377.71,1266277.72,46598.69,904812.72,858214.03,28501.3,436564.99,408063.69,5153.49
2020-08-01,Hard Rock Casino,2651.21,1212895.48,1210244.27,-27037.78,426813.61,453851.39,29688.99,786081.87,756392.88,178.96
2020-08-01,Harrah's Council Bluffs Casino & Hotel,15292.35,149248.64,133956.29,15292.35,149248.64,133956.29,0.0,0.0,0.0,500.08
2020-08-01,Horseshoe Casino Council Bluffs,193321.04,1864192.07,1670871.03,193321.04,1864192.07,1670871.03,0.0,0.0,0.0,13049.17
2020-08-01,Isle Casino Hotel Waterloo,181624.1,4349332.4,4167708.3,26247.0,129058.55,102811.55,155377.1,4220273.85,4064896.75,12259.63
2020-08-01,Isle of Capri - Bettendorf,106200.5,2285862.97,2179662.47,12392.29,361362.04,348969.75,93808.21,1924500.93,1830692.72,7168.53
2020-08-01,Lakeside Casino,86509.67,1056820.65,970310.98,22597.95,102743.05,80145.1,63911.72,954077.6,890165.88,5839.4
2020-08-01,Prairie Meadows Racetrack & Casino,692928.74,14171527.35,13478598.61,107324.45,860713.95,753389.5,585604.29,13310813.4,12725209.11,46772.69
2020-08-01,Q Casino,101165.45,2228620.98,2127455.53,29330.21,1168806.41,1139476.2,71835.24,1059814.57,987979.33,6828.67
2020-08-01,Rhythm City Casino,72181.52,1071269.86,999088.34,28117.75,476414.88,448297.13,44063.77,594854.98,550791.21,4872.25
2020-08-01,Riverside Casino and Golf Resort,181873.43,3726292.01,3544418.58,12188.87,718152.43,705963.56,169684.56,3008139.58,2838455.02,12276.46
2020-08-01,Wild Rose - Clinton,113227.0,1205164.14,1091937.14,20105.5,77238.49,57132.99,93121.5,1127925.65,1034804.15,7642.82
2020-08-01,Wild Rose - Emmetsburg,108482.15,1057571.12,949088.97,37323.49,86479.05,49155.56,71158.66,971092.07,899933.41,7322.55
2020-08-01,Wild Rose - Jefferson,148993.67,5513310.63,5364316.96,10425.84,67762.42,57336.58,138567.83,5445548.21,5306980.38,10057.07
2020-09-01,Ameristar II,803248.78,5667710.34,4864461.56,803248.78,5667710.34,4864461.56,0.0,0.0,0.0,54219.29
2020-09-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,Catfish Bend Casino,119863.95,1679036.17,1559172.22,68048.0,326794.6,258746.6,51815.95,1352241.57,1300425.62,8090.82
2020-09-01,Diamond Jo - Dubuque,173180.23,3933392.52,3760212.29,61095.75,909572.75,848477.0,112084.48,3023819.77,2911735.29,11689.67
2020-09-01,Diamond Jo - Worth,732822.51,6098246.66,5365424.15,634497.75,4897887.75,4263390.0,98324.76,1200358.91,1102034.15,49465.52
2020-09-01,Grand Falls Casino Resort,151380.16,1872032.99,1720652.83,80004.28,1260453.68,1180449.4,71375.88,611579.31,540203.43,10218.16
2020-09-01,Hard Rock Casino,157974.95,1976816.0,1818841.05,87941.15,879676.19,791735.04,70033.8,1097139.81,1027106.01,10663.31
2020-09-01,Harrah's Council Bluffs Casino & Hotel,1188.07,115513.42,114325.35,1188.07,115513.42,114325.35,0.0,0.0,0.0,80.19
2020-09-01,Horseshoe Casino Council Bluffs,339405.48,2998329.22,2658923.74,339405.48,2998329.22,2658923.74,0.0,0.0,0.0,22909.87
2020-09-01,Isle Casino Hotel Waterloo,376640.28,6458241.19,6081600.91,50752.7,314191.8,263439.1,325887.58,6144049.39,5818161.81,25423.22
2020-09-01,Isle of Capri - Bettendorf,136044.39,2211024.03,2074979.64,88906.6,486712.0,397805.4,47137.79,1724312.03,1677174.24,9183.0
2020-09-01,Lakeside Casino,129403.96,1424366.7,1294962.74,37690.6,337563.8,299873.2,91713.36,1086802.9,995089.54,8734.77
2020-09-01,Prairie Meadows Racetrack & Casino,1097047.17,18299274.62,17202227.45,121354.75,1329176.9,1207822.15,975692.42,16970097.72,15994405.3,74050.68
2020-09-01,Q Casino,40657.26,2488296.96,2447642.7,14622.87,1171638.52,1157015.65,26031.39,1316658.44,1290627.05,2744.16
2020-09-01,Rhythm City Casino,121896.48,1380010.69,1258114.21,42442.2,452332.61,409890.41,79454.28,927678.08,848223.8,8228.01
2020-09-01,Riverside Casino and Golf Resort,266984.05,5606663.25,5339679.2,16625.84,933180.86,916555.02,250358.21,4673482.39,4423124.18,18021.42
2020-09-01,Wild Rose - Clinton,72638.47,1949324.93,1876686.46,5063.66,130341.21,125277.55,67574.81,1818983.72,1751408.91,4903.1
2020-09-01,Wild Rose - Emmetsburg,61200.17,1320360.32,1259160.15,11129.78,69364.92,58235.14,50070.39,1250995.4,1200925.01,4131.01
2020-09-01,Wild Rose - Jefferson,386243.05,6918600.99,6532357.94,25841.57,106177.04,80335.47,360401.48,6812423.95,6452022.47,26071.41
2020-10-01,Ameristar II,848087.12,5614649.58,4766562.46,848087.12,5614649.58,4766562.46,0.0,0.0,0.0,57245.88
2020-10-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,Catfish Bend Casino,179746.51,1688983.13,1509236.62,81912.05,554352.25,472440.2,97834.46,1134630.88,1036796.42,12132.89
2020-10-01,Diamond Jo - Dubuque,609399.77,5282934.92,4673535.15,35490.25,990465.5,954975.25,573909.52,4292469.42,3718559.9,41134.48
2020-10-01,Diamond Jo - Worth,790877.23,8312491.73,7521614.5,422437.77,5422527.0,5000089.23,368439.46,2889964.73,2521525.27,53384.21
2020-10-01,Grand Falls Casino Resort,340140.04,2097141.48,1757001.44,206479.16,1166504.6,960025.44,133660.88,930636.88,796976.0,22959.45
2020-10-01,Hard Rock Casino,267123.63,2313331.31,2046207.68,109346.34,991475.37,882129.03,157777.29,1321855.94,1164078.65,18030.85
2020-10-01,Harrah's Council Bluffs Casino & Hotel,16656.08,249958.84,233302.76,13682.43,240960.39,227277.96,2973.65,8998.45,6024.8,1124.29
2020-10-01,Horseshoe Casino Council Bluffs,384595.0,4245663.46,3861068.46,332162.22,3960834.08,3628671.86,52432.78,284829.38,232396.6,25960.16
2020-10-01,Isle Casino Hotel Waterloo,611657.94,6036351.22,5424693.28,50058.0,624885.25,574827.25,561599.94,5411465.97,4849866.03,41286.91
2020-10-01,Isle of Capri - Bettendorf,318170.84,2283653.6,1965482.76,83503.85,531266.0,447762.15,234666.99,1752387.6,1517720.61,21476.53
2020-10-01,Lakeside Casino,184611.43,1917393.7,1732782.27,35050.77,565726.47,530675.7,149560.66,1351667.23,1202106.57,12461.27
2020-10-01,Prairie Meadows Racetrack & Casino,2337248.79,19820384.78,17483135.99,180385.75,1428823.6,1248437.85,2156863.04,18391561.18,16234698.14,157764.29
2020-10-01,Q Casino,51416.79,2091881.14,2040464.35,42799.6,951399.7,908600.1,8617.19,1140481.44,1131864.25,3470.63
2020-10-01,Rhythm City Casino,228308.16,1577313.67,1349005.51,82677.86,558195.77,475517.91,145630.3,1019117.9,873487.6,15410.8
2020-10-01,Riverside Casino and Golf Resort,649539.94,6105396.18,5455856.24,116862.8,958662.81,841800.01,532677.14,5146733.37,4614056.23,43843.95
2020-10-01,Wild Rose - Clinton,279107.88,2696555.86,2417447.98,59525.41,178091.19,118565.78,219582.47,2518464.67,2298882.2,18839.78
2020-10-01,Wild Rose - Emmetsburg,107225.93,1380333.63,1273107.7,-14673.48,119070.95,133744.43,121899.41,1261262.68,1139363.27,7237.75
2020-10-01,Wild Rose - Jefferson,877082.23,8187998.12,7310915.89,23925.99,158318.88,134392.89,853156.24,8029679.24,7176523.0,59203.05
2020-11-01,Ameristar II,879255.64,5297591.94,4418336.3,879255.64,5297591.94,4418336.3,0.0,0.0,0.0,59349.76
2020-11-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,Catfish Bend Casino,206867.33,1771000.64,1564133.31,52774.2,370530.6,317756.4,154093.13,1400470.04,1246376.91,13963.54
2020-11-01,Diamond Jo - Dubuque,739054.48,6656386.06,5917331.58,121154.4,975908.4,854754.0,617900.08,5680477.66,5062577.58,49886.18
2020-11-01,Diamond Jo - Worth,1026329.53,8779988.84,7753659.31,564101.35,5407118.35,4843017.0,462228.18,3372870.49,2910642.31,69277.24
2020-11-01,Grand Falls Casino Resort,259824.85,2085636.44,1825811.59,166104.91,1214448.1,1048343.19,93719.94,871188.34,777468.4,17538.18
2020-11-01,Hard Rock Casino,215142.4,2211123.24,1995980.84,110930.92,928334.4,817403.48,104211.48,1282788.84,1178577.36,14522.11
2020-11-01,Harrah's Council Bluffs Casino & Hotel,50703.65,297439.32,246735.67,42990.38,243498.45,200508.07,7713.27,53940.87,46227.6,3422.5
2020-11-01,Horseshoe Casino Council Bluffs,570651.19,5450326.81,4879675.62,421617.99,4317943.76,3896325.77,149033.2,1132383.05,983349.85,38518.96
2020-11-01,Isle Casino Hotel Waterloo,446284.05,5762407.85,5316123.8,-58530.43,713614.67,772145.1,504814.48,5048793.18,4543978.7,30124.17
2020-11-01,Isle of Capri - Bettendorf,312579.8,2487535.69,2174955.89,102514.55,593014.7,490500.15,210065.25,1894520.99,1684455.74,21099.14
2020-11-01,Lakeside Casino,197269.29,1766672.49,1569403.2,79163.45,696341.75,617178.3,118105.84,1070330.74,952224.9,13315.68
2020-11-01,Prairie Meadows Racetrack & Casino,1768921.81,19213126.54,17444204.73,44906.15,1445606.75,1400700.6,1724015.66,17767519.79,16043504.13,119402.22
2020-11-01,Q Casino,101105.66,1556831.94,1455726.28,106732.75,549705.7,442972.95,-5627.09,1007126.24,1012753.33,6824.63
2020-11-01,Rhythm City Casino,215749.87,1728704.21,1512954.34,114654.98,649335.93,534680.95,101094.89,1079368.28,978273.39,14563.12
2020-11-01,Riverside Casino and Golf Resort,490039.81,6439134.3,5949094.49,68112.05,770581.07,702469.02,421927.76,5668553.23,5246625.47,33077.69
2020-11-01,Wild Rose - Clinton,180320.54,3489803.99,3309483.45,25892.07,249680.85,223788.78,154428.47,3240123.14,3085694.67,12171.64
2020-11-01,Wild Rose - Emmetsburg,148879.44,1491299.54,1342420.1,22265.32,120489.51,98224.19,126614.12,1370810.03,1244195.91,10049.36
2020-11-01,Wild Rose - Jefferson,335116.18,10684909.37,10349793.19,-12188.55,216314.45,228503.0,347304.73,10468594.92,10121290.19,22620.34
2020-12-01,Ameristar II,771348.9,5873155.12,5101806.22,771348.9,5873155.12,5101806.22,0.0,0.0,0.0,52066.05
2020-12-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,Catfish Bend Casino,203882.06,2235671.86,2031789.8,93477.35,413679.5,320202.15,110404.71,1821992.36,1711587.65,13762.04
2020-12-01,Diamond Jo - Dubuque,345751.01,9608974.49,9263223.48,136091.4,740968.15,604876.75,209659.61,8868006.34,8658346.73,23338.19
2020-12-01,Diamond Jo - Worth,751010.84,10939858.61,10188847.77,599252.9,6330715.2,5731462.3,151757.94,4609143.41,4457385.47,50693.23
2020-12-01,Grand Falls Casino Resort,235724.89,2621512.26,2385787.37,224706.64,1410736.03,1186029.39,11018.25,1210776.23,1199757.98,15911.43
2020-12-01,Hard Rock Casino,209690.4,2604202.76,2394512.36,61712.63,1165451.5,1103738.87,147977.77,1438751.26,1290773.49,14154.1
2020-12-01,Harrah's Council Bluffs Casino & Hotel,55595.69,483845.35,428249.66,39919.04,241109.6,201190.56,15676.65,242735.75,227059.1,3752.71
2020-12-01,Horseshoe Casino Council Bluffs,482269.54,5923750.51,5441480.97,307504.84,4082394.24,3774889.4,174764.7,1841356.27,1666591.57,32553.19
2020-12-01,Isle Casino Hotel Waterloo,530952.74,7466408.06,6935455.32,69975.0,547136.85,477161.85,460977.74,6919271.21,6458293.47,35839.31
2020-12-01,Isle of Capri - Bettendorf,293936.78,3060746.3,2766809.52,122388.57,704626.91,582238.34,171548.21,2356119.39,2184571.18,19840.73
2020-12-01,Lakeside Casino,241262.43,2166781.85,1925519.42,143063.97,730421.72,587357.75,98198.46,1436360.13,1338161.67,16285.21
2020-12-01,Prairie Meadows Racetrack & Casino,1690329.01,22504609.08,20814280.07,159632.01,1654696.3,1495064.29,1530697.0,20849912.78,19319215.78,114097.21
2020-12-01,Q Casino,116491.99,1183062.87,1066570.88,96472.26,723320.06,626847.8,20019.73,459742.81,439723.08,7863.21
2020-12-01,Rhythm City Casino,229449.6,1966300.72,1736851.12,73230.46,745724.88,672494.42,156219.14,1220575.84,1064356.7,15487.85
2020-12-01,Riverside Casino and Golf Resort,352812.02,6776278.28,6423466.26,-15130.25,704608.21,719738.46,367942.27,6071670.07,5703727.8,23814.81
2020-12-01,Wild Rose - Clinton,234462.91,3984492.21,3750029.3,30217.23,219087.05,188869.82,204245.68,3765405.16,3561159.48,15826.25
2020-12-01,Wild Rose - Emmetsburg,95098.85,2372016.17,2276917.32,-16170.71,238220.57,254391.28,111269.56,2133795.6,2022526.04,6419.17
2020-12-01,Wild Rose - Jefferson,696934.55,13043963.09,12347028.54,25424.88,215115.6,189690.72,671509.67,12828847.49,12157337.82,47043.08
2021-01-01,Ameristar II,737258.46,6409441.66,5672183.2,737258.46,6409441.66,5672183.2,0.0,0.0,0.0,49764.95
2021-01-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,Catfish Bend Casino,545921.44,5378564.02,4832642.58,83202.35,384778.0,301575.65,462719.09,4993786.02,4531066.93,36849.7
2021-01-01,Diamond Jo - Dubuque,1759462.04,23770306.91,22010844.87,66087.9,1106630.15,1040542.25,1693374.14,22663676.76,20970302.62,118763.69
2021-01-01,Diamond Jo - Worth,1152228.15,11440923.15,10288695.0,675764.45,7247808.45,6572044.0,476463.7,4193114.7,3716651.0,77775.4
2021-01-01,Grand Falls Casino Resort,251660.74,2368429.78,2116769.04,126733.95,1801221.07,1674487.12,124926.79,567208.71,442281.92,16987.1
2021-01-01,Hard Rock Casino,258251.6,2027161.96,1768910.36,156518.78,1039264.79,882746.01,101732.82,987897.17,886164.35,17431.98
2021-01-01,Harrah's Council Bluffs Casino & Hotel,93308.49,732690.71,639382.22,32114.78,269034.08,236919.3,61193.71,463656.63,402462.92,6298.32
2021-01-01,Horseshoe Casino Council Bluffs,525371.17,6207377.19,5682006.02,395470.32,4014996.97,3619526.65,129900.85,2192380.22,2062479.37,35462.55
2021-01-01,Isle Casino Hotel Waterloo,597712.23,10914180.52,10316468.29,-1199.35,494212.35,495411.7,598911.58,10419968.17,9821056.59,40345.58
2021-01-01,Isle of Capri - Bettendorf,294180.86,3295728.57,3001547.71,59366.35,582754.8,523388.45,234814.51,2712973.77,2478159.26,19857.21
2021-01-01,Lakeside Casino,314605.67,3253750.27,2939144.6,116060.95,852176.8,736115.85,198544.72,2401573.47,2203028.75,21235.88
2021-01-01,Prairie Meadows Racetrack & Casino,1840682.63,23152723.9,21312041.27,160119.45,1522842.3,1362722.85,1680563.18,21629881.6,19949318.42,124246.08
2021-01-01,Q Casino,113614.67,1152344.58,1038729.91,72625.39,729175.07,656549.68,40989.28,423169.51,382180.23,7668.99
2021-01-01,Rhythm City Casino,383732.53,4377408.08,3993675.55,94725.6,860041.55,765315.95,289006.93,3517366.53,3228359.6,25901.95
2021-01-01,Riverside Casino and Golf Resort,337667.81,4212505.35,3874837.54,48660.89,695138.74,646477.85,289006.92,3517366.61,3228359.69,22792.58
2021-01-01,Wild Rose - Clinton,608927.13,10237296.1,9628368.97,31257.16,242753.31,211496.15,577669.97,9994542.79,9416872.82,41102.58
2021-01-01,Wild Rose - Emmetsburg,503712.47,8606011.46,8102298.99,50557.92,163313.24,112755.32,453154.55,8442698.22,7989543.67,34000.59
2021-01-01,Wild Rose - Jefferson,1025004.98,21987944.9,20962939.92,27321.05,348828.76,321507.71,997683.93,21639116.14,20641432.21,69187.84
2021-02-01,Ameristar II,746302.92,5322018.82,4575715.9,650068.12,4470141.94,3820073.82,96234.8,851876.88,755642.08,50375.45
2021-02-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,Catfish Bend Casino,613250.6,5230845.08,4617594.48,32348.2,257909.95,225561.75,580902.4,4972935.13,4392032.73,41394.42
2021-02-01,Diamond Jo - Dubuque,988498.76,21361021.38,20372522.62,59477.84,516524.75,457046.91,929020.92,20844496.63,19915475.71,66723.67
2021-02-01,Diamond Jo - Worth,686300.4,11706781.36,11020480.96,95844.7,4182379.9,4086535.2,590455.7,7524401.46,6933945.76,46325.28
2021-02-01,Grand Falls Casino Resort,93892.58,1719463.92,1625571.34,13751.07,1154240.07,1140489.0,80141.51,565223.85,485082.34,6337.75
2021-02-01,Hard Rock Casino,183486.48,1754166.44,1570679.96,140046.37,859746.1,719699.73,43440.11,894420.34,850980.23,12385.34
2021-02-01,Harrah's Council Bluffs Casino & Hotel,64346.8,849634.21,785287.41,5737.55,177522.87,171785.32,58609.25,672111.34,613502.09,4343.41
2021-02-01,Horseshoe Casino Council Bluffs,377226.19,4828801.01,4451574.82,267821.06,2247762.76,1979941.7,109405.13,2581038.25,2471633.12,25462.77
2021-02-01,Isle Casino Hotel Waterloo,249888.97,21855911.56,21606022.59,23174.15,277132.45,253958.3,226714.82,21578779.11,21352064.29,16867.51
2021-02-01,Isle of Capri - Bettendorf,263312.94,2557529.55,2294216.61,47609.21,362349.16,314739.95,215703.73,2195180.39,1979476.66,17773.62
2021-02-01,Lakeside Casino,378167.58,3031566.01,2653398.43,232057.9,791484.95,559427.05,146109.68,2240081.06,2093971.38,25526.31
2021-02-01,Prairie Meadows Racetrack & Casino,1429519.41,16880692.78,15451173.37,148727.04,929857.19,781130.15,1280792.37,15950835.59,14670043.22,96492.56
2021-02-01,Q Casino,-2135.14,1026026.55,1028161.69,-6354.25,560824.75,567179.0,4219.11,465201.8,460982.69,0.0
2021-02-01,Rhythm City Casino,139403.18,3035290.37,2895887.19,43253.64,543121.33,499867.69,96149.54,2492169.04,2396019.5,9409.71
2021-02-01,Riverside Casino and Golf Resort,34539.2,3024522.82,2989983.62,-61610.34,532353.77,593964.11,96149.54,2492169.05,2396019.51,2331.4
2021-02-01,Wild Rose - Clinton,376237.54,11451645.89,11075408.35,-16575.93,199330.25,215906.18,392813.47,11252315.64,10859502.17,25396.03
2021-02-01,Wild Rose - Emmetsburg,233198.11,8984049.43,8750851.32,-3285.64,156481.2,159766.84,236483.75,8827568.23,8591084.48,15740.87
2021-02-01,Wild Rose - Jefferson,852711.61,18995202.73,18142491.12,34234.98,177559.06,143324.08,818476.63,18817643.67,17999167.04,57558.03
2021-03-01,Ameristar II,853653.99,7457405.84,6603751.85,678510.31,5612704.24,4934193.93,175143.68,1844701.6,1669557.92,57621.64
2021-03-01,Casino Queen - Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,Catfish Bend Casino,766466.61,6042263.66,5275797.05,50727.95,372899.95,322172.0,715738.66,5669363.71,4953625.05,51736.5
2021-03-01,Diamond Jo - Dubuque,1935677.99,28975118.43,27039440.44,102087.47,816274.5,714187.03,1833590.52,28158843.93,26325253.41,130658.26
2021-03-01,Diamond Jo - Worth,1756703.53,13808858.45,12052154.92,719280.5,4301784.5,3582504.0,1037423.03,9507073.95,8469650.92,118577.49
2021-03-01,Grand Falls Casino Resort,448714.4,2634791.14,2186076.74,279484.13,1662393.38,1382909.25,169230.27,972397.76,803167.49,30288.22
2021-03-01,Hard Rock Casino,185843.09,1591957.41,1406114.32,116803.03,803750.07,686947.04,69040.06,788207.34,719167.28,12544.41
2021-03-01,Harrah's Council Bluffs Casino & Hotel,109709.48,1161139.1,1051429.62,36988.3,232441.16,195452.86,72721.18,928697.94,855976.76,7405.39
2021-03-01,Horseshoe Casino Council Bluffs,461358.0,10055997.88,9594639.88,417893.01,2793817.69,2375924.68,43464.99,7262180.19,7218715.2,31141.67
2021-03-01,Isle Casino Hotel Waterloo,427571.29,13080763.88,12653192.59,43644.76,446739.86,403095.1,383926.53,12634024.02,12250097.49,28861.06
2021-03-01,Isle of Capri - Bettendorf,290776.08,2885879.06,2595102.98,52563.95,480473.65,427909.7,238212.13,2405405.41,2167193.28,19627.38
2021-03-01,Lakeside Casino,368749.39,3061384.15,2692634.76,183346.28,510748.53,327402.25,185403.11,2550635.62,2365232.51,24890.57
2021-03-01,Prairie Meadows Racetrack & Casino,1336964.89,19278760.41,17941795.52,-62835.4,1159512.1,1222347.5,1399800.29,18119248.31,16719448.02,90245.13
2021-03-01,Q Casino,123386.85,1318449.54,1195062.69,73110.57,968170.72,895060.15,50276.28,350278.82,300002.54,8184.49
2021-03-01,Rhythm City Casino,348536.08,2888849.96,2540313.88,151755.76,632848.36,481092.6,196780.32,2256001.6,2059221.28,23526.19
2021-03-01,Riverside Casino and Golf Resort,349456.74,2920366.62,2570909.88,152676.41,664365.01,511688.6,196780.33,2256001.61,2059221.28,23588.33
2021-03-01,Wild Rose - Clinton,1082721.85,12821505.92,11738784.07,41605.69,249802.38,208196.69,1041116.16,12571703.54,11530587.38,73083.72
2021-03-01,Wild Rose - Emmetsburg,956185.09,10812167.26,9855982.17,78083.62,213919.9,135836.28,878101.47,10598247.36,9720145.89,64542.49
2021-03-01,Wild Rose - Jefferson,1651682.25,20643902.56,18992220.31,2555.38,127769.41,125214.03,1649126.87,20516133.15,18867006.28,111488.55
